"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"22.12.2020","5,1470","5,1569","5,1569","5,1470","","-0,19%"
"21.12.2020","5,1569","5,1569","5,1569","5,1569","","1,15%"
"18.12.2020","5,0983","5,0983","5,0983","5,0983","","0,74%"
"17.12.2020","5,0609","5,1054","5,1054","5,0609","","-0,87%"
"16.12.2020","5,1054","5,0965","5,1054","5,0965","","0,17%"
"15.12.2020","5,0965","5,0575","5,0965","5,0575","","0,77%"
"14.12.2020","5,0575","5,0575","5,0575","5,0575","","-0,22%"
"11.12.2020","5,0688","5,0688","5,0688","5,0688","","-0,32%"
"10.12.2020","5,0849","5,0849","5,0849","5,0849","","-0,50%"
"09.12.2020","5,1106","5,0917","5,1106","5,0917","","0,37%"
"08.12.2020","5,0917","5,0917","5,0917","5,0917","","-0,19%"
"07.12.2020","5,1015","5,1015","5,1015","5,1015","","-1,33%"
"04.12.2020","5,1703","5,1622","5,1703","5,1622","","0,16%"
"03.12.2020","5,1622","5,1622","5,1622","5,1622","","-1,23%"
"02.12.2020","5,2264","5,2264","5,2264","5,2264","","-0,99%"
"01.12.2020","5,2786","5,2786","5,2786","5,2786","","-0,99%"
"30.11.2020","5,3314","5,3314","5,3314","5,3314","","-0,33%"
"27.11.2020","5,3491","5,3491","5,3491","5,3491","","0,55%"
"26.11.2020","5,3198","5,3198","5,3198","5,3198","","-0,57%"
"25.11.2020","5,3505","5,3505","5,3505","5,3505","","-0,98%"
"24.11.2020","5,4034","5,4034","5,4034","5,4034","","0,39%"
"23.11.2020","5,3825","5,3825","5,3825","5,3825","","0,60%"
"20.11.2020","5,3502","5,3502","5,3502","5,3502","","0,33%"
"19.11.2020","5,3327","5,3327","5,3327","5,3327","","0,75%"
"18.11.2020","5,2929","5,2929","5,2929","5,2929","","-1,92%"
"17.11.2020","5,3965","5,3965","5,3965","5,3965","","-0,42%"
"16.11.2020","5,4195","5,4851","5,4851","5,4195","","-1,20%"
"13.11.2020","5,4851","5,4851","5,4851","5,4851","","1,41%"
"12.11.2020","5,4091","5,4091","5,4091","5,4091","","0,14%"
"11.11.2020","5,4017","5,4017","5,4017","5,4017","","0,60%"
"10.11.2020","5,3693","5,3693","5,3693","5,3693","","1,66%"
"09.11.2020","5,2818","5,2818","5,2818","5,2818","","-4,51%"
"06.11.2020","5,5310","5,5310","5,5310","5,5310","","-0,56%"
"05.11.2020","5,5621","5,5621","5,5621","5,5621","","-2,30%"
"04.11.2020","5,6929","5,6929","5,6929","5,6929","","0,07%"
"03.11.2020","5,6892","5,7715","5,7715","5,6892","","-1,43%"
"30.10.2020","5,7715","5,7715","5,7715","5,7715","","-0,15%"
"29.10.2020","5,7800","5,7800","5,7800","5,7800","","0,83%"
"28.10.2020","5,7322","5,7322","5,7322","5,7322","","1,48%"
"27.10.2020","5,6487","5,6325","5,6487","5,6325","","0,29%"
"26.10.2020","5,6325","5,6325","5,6325","5,6325","","0,37%"
"23.10.2020","5,6117","5,6117","5,6117","5,6117","","0,54%"
"22.10.2020","5,5817","5,5817","5,5817","5,5817","","-0,33%"
"21.10.2020","5,6003","5,6003","5,6003","5,6003","","0,32%"
"20.10.2020","5,5827","5,5827","5,5827","5,5827","","-0,34%"
"19.10.2020","5,6020","5,6223","5,6223","5,6020","","-0,36%"
"16.10.2020","5,6223","5,6223","5,6223","5,6223","","0,10%"
"15.10.2020","5,6169","5,5672","5,6169","5,5672","","0,89%"
"14.10.2020","5,5672","5,5672","5,5672","5,5672","","-0,33%"
"13.10.2020","5,5856","5,5390","5,5856","5,5390","","0,84%"
"09.10.2020","5,5390","5,5390","5,5390","5,5390","","-1,44%"
"08.10.2020","5,6197","5,6197","5,6197","5,6197","","0,32%"
"07.10.2020","5,6015","5,6015","5,6015","5,6015","","1,47%"
"06.10.2020","5,5202","5,5202","5,5202","5,5202","","-1,94%"
"05.10.2020","5,6296","5,6296","5,6296","5,6296","","-0,29%"
"02.10.2020","5,6461","5,6461","5,6461","5,6461","","0,04%"
"01.10.2020","5,6438","5,6404","5,6438","5,6404","","0,06%"
"30.09.2020","5,6404","5,6404","5,6404","5,6404","","-0,21%"
"29.09.2020","5,6525","5,6525","5,6525","5,6525","","1,20%"
"28.09.2020","5,5855","5,5855","5,5855","5,5855","","0,34%"
"25.09.2020","5,5664","5,5664","5,5664","5,5664","","-0,08%"
"24.09.2020","5,5711","5,5711","5,5711","5,5711","","0,73%"
"23.09.2020","5,5308","5,5308","5,5308","5,5308","","1,81%"
"22.09.2020","5,4326","5,4326","5,4326","5,4326","","-0,20%"
"21.09.2020","5,4437","5,2886","5,4437","5,2886","","2,93%"
"18.09.2020","5,2886","5,2886","5,2886","5,2886","","0,56%"
"17.09.2020","5,2590","5,2529","5,2590","5,2529","","0,12%"
"16.09.2020","5,2529","5,2529","5,2529","5,2529","","-0,37%"
"15.09.2020","5,2725","5,2725","5,2725","5,2725","","-0,48%"
"14.09.2020","5,2981","5,2981","5,2981","5,2981","","0,25%"
"11.09.2020","5,2851","5,2851","5,2851","5,2851","","-0,15%"
"10.09.2020","5,2933","5,2933","5,2933","5,2933","","-0,17%"
"09.09.2020","5,3021","5,3021","5,3021","5,3021","","-1,26%"
"08.09.2020","5,3695","5,3695","5,3695","5,3695","","1,61%"
"04.09.2020","5,2845","5,2845","5,2845","5,2845","","-0,44%"
"03.09.2020","5,3076","5,3076","5,3076","5,3076","","-1,23%"
"02.09.2020","5,3738","5,3738","5,3738","5,3738","","0,02%"
"01.09.2020","5,3729","5,4710","5,4710","5,3729","","-1,79%"
"31.08.2020","5,4710","5,4676","5,4710","5,4676","","0,06%"
"28.08.2020","5,4676","5,5953","5,5953","5,4676","","-2,28%"
"27.08.2020","5,5953","5,5953","5,5953","5,5953","","0,50%"
"26.08.2020","5,5677","5,5677","5,5677","5,5677","","-0,57%"
"25.08.2020","5,5994","5,5994","5,5994","5,5994","","0,08%"
"24.08.2020","5,5951","5,5951","5,5951","5,5951","","-0,20%"
"21.08.2020","5,6061","5,6061","5,6061","5,6061","","-0,79%"
"20.08.2020","5,6507","5,6507","5,6507","5,6507","","2,92%"
"19.08.2020","5,4903","5,4903","5,4903","5,4903","","0,45%"
"18.08.2020","5,4656","5,4494","5,4656","5,4494","","0,30%"
"17.08.2020","5,4494","5,4494","5,4494","5,4494","","1,20%"
"14.08.2020","5,3849","5,3849","5,3849","5,3849","","0,09%"
"13.08.2020","5,3798","5,3798","5,3798","5,3798","","-1,37%"
"12.08.2020","5,4548","5,4548","5,4548","5,4548","","0,49%"
"11.08.2020","5,4282","5,4282","5,4282","5,4282","","0,65%"
"10.08.2020","5,3930","5,4224","5,4224","5,3930","","-0,54%"
"07.08.2020","5,4224","5,4224","5,4224","5,4224","","1,49%"
"06.08.2020","5,3428","5,3428","5,3428","5,3428","","1,27%"
"05.08.2020","5,2757","5,2757","5,2757","5,2757","","-1,07%"
"04.08.2020","5,3326","5,3326","5,3326","5,3326","","0,48%"
"03.08.2020","5,3072","5,3072","5,3072","5,3072","","2,00%"
"31.07.2020","5,2030","5,2030","5,2030","5,2030","","0,38%"
"30.07.2020","5,1834","5,1834","5,1834","5,1834","","0,86%"
"29.07.2020","5,1392","5,1392","5,1392","5,1392","","-0,74%"
"28.07.2020","5,1774","5,1774","5,1774","5,1774","","-0,22%"
"27.07.2020","5,1886","5,1886","5,1886","5,1886","","-0,49%"
"24.07.2020","5,2143","5,2143","5,2143","5,2143","","0,97%"
"23.07.2020","5,1644","5,1644","5,1644","5,1644","","1,05%"
"22.07.2020","5,1108","5,1108","5,1108","5,1108","","-2,24%"
"21.07.2020","5,2280","5,3632","5,3632","5,2280","","-2,52%"
"20.07.2020","5,3632","5,3507","5,3632","5,3507","","0,23%"
"17.07.2020","5,3507","5,3507","5,3507","5,3507","","-0,09%"
"16.07.2020","5,3557","5,3557","5,3557","5,3557","","0,13%"
"15.07.2020","5,3488","5,3488","5,3488","5,3488","","-1,47%"
"14.07.2020","5,4285","5,4285","5,4285","5,4285","","1,50%"
"13.07.2020","5,3483","5,3437","5,3483","5,3437","","0,09%"
"10.07.2020","5,3437","5,3437","5,3437","5,3437","","0,87%"
"09.07.2020","5,2975","5,2975","5,2975","5,2975","","-0,94%"
"08.07.2020","5,3479","5,3479","5,3479","5,3479","","0,31%"
"07.07.2020","5,3315","5,3315","5,3315","5,3315","","0,44%"
"06.07.2020","5,3082","5,3082","5,3082","5,3082","","-0,54%"
"03.07.2020","5,3371","5,3371","5,3371","5,3371","","0,65%"
"02.07.2020","5,3025","5,3025","5,3025","5,3025","","-1,16%"
"01.07.2020","5,3649","5,4757","5,4757","5,3649","","-2,02%"
"30.06.2020","5,4757","5,4757","5,4757","5,4757","","0,63%"
"29.06.2020","5,4413","5,4413","5,4413","5,4413","","-0,39%"
"26.06.2020","5,4626","5,4626","5,4626","5,4626","","2,52%"
"25.06.2020","5,3284","5,3284","5,3284","5,3284","","1,62%"
"24.06.2020","5,2432","5,2432","5,2432","5,2432","","1,41%"
"23.06.2020","5,1702","5,1702","5,1702","5,1702","","-1,00%"
"22.06.2020","5,2223","5,2223","5,2223","5,2223","","-2,32%"
"19.06.2020","5,3463","5,3463","5,3463","5,3463","","0,00%"
"18.06.2020","5,3465","5,3465","5,3465","5,3465","","1,85%"
"17.06.2020","5,2495","5,2495","5,2495","5,2495","","2,37%"
"16.06.2020","5,1282","5,1282","5,1282","5,1282","","-1,15%"
"15.06.2020","5,1880","5,1880","5,1880","5,1880","","3,00%"
"12.06.2020","5,0370","5,0370","5,0370","5,0370","","3,03%"
"10.06.2020","4,8891","4,8891","4,8891","4,8891","","-0,33%"
"09.06.2020","4,9054","4,9054","4,9054","4,9054","","-0,56%"
"08.06.2020","4,9328","4,9328","4,9328","4,9328","","-0,89%"
"05.06.2020","4,9772","4,9772","4,9772","4,9772","","-2,48%"
"04.06.2020","5,1038","5,1038","5,1038","5,1038","","1,04%"
"03.06.2020","5,0513","5,0513","5,0513","5,0513","","-3,96%"
"02.06.2020","5,2598","5,2598","5,2598","5,2598","","-1,94%"
"01.06.2020","5,3636","5,3636","5,3636","5,3636","","-1,15%"
"29.05.2020","5,4260","5,4260","5,4260","5,4260","","1,61%"
"28.05.2020","5,3402","5,3402","5,3402","5,3402","","0,78%"
"27.05.2020","5,2989","5,2989","5,2989","5,2989","","-1,33%"
"26.05.2020","5,3704","5,3704","5,3704","5,3704","","-1,94%"
"25.05.2020","5,4769","5,4769","5,4769","5,4769","","-1,86%"
"22.05.2020","5,5805","5,5805","5,5805","5,5805","","-0,38%"
"21.05.2020","5,6016","5,6016","5,6016","5,6016","","-1,67%"
"20.05.2020","5,6965","5,6965","5,6965","5,6965","","-0,43%"
"19.05.2020","5,7213","5,7213","5,7213","5,7213","","-0,28%"
"18.05.2020","5,7372","5,7372","5,7372","5,7372","","-1,47%"
"15.05.2020","5,8226","5,8226","5,8226","5,8226","","-1,93%"
"14.05.2020","5,9369","5,9369","5,9369","5,9369","","0,59%"
"13.05.2020","5,9019","5,9019","5,9019","5,9019","","2,25%"
"12.05.2020","5,7720","5,7720","5,7720","5,7720","","-0,40%"
"11.05.2020","5,7951","5,7951","5,7951","5,7951","","0,52%"
"08.05.2020","5,7650","5,7650","5,7650","5,7650","","-1,22%"
"07.05.2020","5,8362","5,8362","5,8362","5,8362","","2,98%"
"06.05.2020","5,6673","5,6673","5,6673","5,6673","","2,39%"
"05.05.2020","5,5351","5,5351","5,5351","5,5351","","-0,83%"
"04.05.2020","5,5813","5,5813","5,5813","5,5813","","2,85%"
"30.04.2020","5,4267","5,4288","5,4288","5,4267","","-0,04%"
"29.04.2020","5,4288","5,4288","5,4288","5,4288","","-2,50%"
"28.04.2020","5,5680","5,5680","5,5680","5,5680","","-1,20%"
"27.04.2020","5,6355","5,6355","5,6355","5,6355","","-0,27%"
"24.04.2020","5,6507","5,6507","5,6507","5,6507","","3,75%"
"23.04.2020","5,4464","5,4464","5,4464","5,4464","","1,15%"
"22.04.2020","5,3844","5,3844","5,3844","5,3844","","1,91%"
"20.04.2020","5,2834","5,2834","5,2834","5,2834","","0,50%"
"17.04.2020","5,2570","5,2570","5,2570","5,2570","","0,37%"
"16.04.2020","5,2374","5,2374","5,2374","5,2374","","-0,38%"
"15.04.2020","5,2576","5,2576","5,2576","5,2576","","1,39%"
"14.04.2020","5,1855","5,1855","5,1855","5,1855","","0,07%"
"13.04.2020","5,1821","5,1821","5,1821","5,1821","","2,06%"
"09.04.2020","5,0776","5,0776","5,0776","5,0776","","-2,58%"
"08.04.2020","5,2120","5,2214","5,2214","5,2120","","-0,18%"
"07.04.2020","5,2214","5,2214","5,2214","5,2214","","-0,48%"
"06.04.2020","5,2468","5,2994","5,2994","5,2468","","-0,99%"
"03.04.2020","5,2994","5,2994","5,2994","5,2994","","0,66%"
"02.04.2020","5,2648","5,2648","5,2648","5,2648","","0,47%"
"01.04.2020","5,2401","5,2401","5,2401","5,2401","","0,80%"
"31.03.2020","5,1984","5,1984","5,1984","5,1984","","0,76%"
"30.03.2020","5,1591","5,1591","5,1591","5,1591","","0,95%"
"27.03.2020","5,1106","5,1106","5,1106","5,1106","","2,20%"
"26.03.2020","5,0007","5,0007","5,0007","5,0007","","-1,37%"
"25.03.2020","5,0703","5,0703","5,0703","5,0703","","-0,01%"
"24.03.2020","5,0710","5,0710","5,0710","5,0710","","-0,18%"
"23.03.2020","5,0802","5,0802","5,0802","5,0802","","1,11%"
"20.03.2020","5,0244","5,0244","5,0244","5,0244","","-2,33%"
"19.03.2020","5,1441","5,1441","5,1441","5,1441","","0,66%"
"18.03.2020","5,1104","5,0493","5,1104","5,0493","","1,21%"
"17.03.2020","5,0493","5,0493","5,0493","5,0493","","2,07%"
"16.03.2020","4,9468","4,9468","4,9468","4,9468","","4,45%"
"13.03.2020","4,7358","4,7358","4,7358","4,7358","","-3,01%"
"12.03.2020","4,8829","4,8829","4,8829","4,8829","","4,48%"
"11.03.2020","4,6735","4,6735","4,6735","4,6735","","0,10%"
"10.03.2020","4,6690","4,7376","4,7376","4,6690","","-1,45%"
"09.03.2020","4,7376","4,7376","4,7376","4,7376","","1,98%"
"06.03.2020","4,6456","4,6456","4,6456","4,6456","","0,55%"
"05.03.2020","4,6204","4,6204","4,6204","4,6204","","2,10%"
"04.03.2020","4,5255","4,5255","4,5255","4,5255","","0,84%"
"03.03.2020","4,4880","4,4880","4,4880","4,4880","","-0,14%"
"02.03.2020","4,4943","4,4943","4,4943","4,4943","","-0,09%"
"28.02.2020","4,4984","4,4984","4,4984","4,4984","","0,50%"
"27.02.2020","4,4761","4,4761","4,4761","4,4761","","0,91%"
"26.02.2020","4,4356","4,3921","4,4356","4,3921","","0,99%"
"21.02.2020","4,3921","4,3921","4,3921","4,3921","","0,12%"
"20.02.2020","4,3870","4,3870","4,3870","4,3870","","0,33%"
"19.02.2020","4,3725","4,3725","4,3725","4,3725","","0,59%"
"18.02.2020","4,3468","4,3468","4,3468","4,3468","","0,73%"
"17.02.2020","4,3154","4,3154","4,3154","4,3154","","-0,01%"
"14.02.2020","4,3160","4,3160","4,3160","4,3160","","-0,52%"
"13.02.2020","4,3386","4,3386","4,3386","4,3386","","0,05%"
"12.02.2020","4,3363","4,3363","4,3363","4,3363","","0,51%"
"11.02.2020","4,3145","4,3145","4,3145","4,3145","","-0,11%"
"10.02.2020","4,3192","4,3192","4,3192","4,3192","","0,28%"
"07.02.2020","4,3073","4,3073","4,3073","4,3073","","1,41%"
"06.02.2020","4,2474","4,2474","4,2474","4,2474","","0,07%"
"05.02.2020","4,2446","4,2446","4,2446","4,2446","","0,16%"
"04.02.2020","4,2378","4,2378","4,2378","4,2378","","-0,22%"
"03.02.2020","4,2472","4,2472","4,2472","4,2472","","-0,52%"
"31.01.2020","4,2692","4,2692","4,2692","4,2692","","0,40%"
"30.01.2020","4,2520","4,2520","4,2520","4,2520","","1,21%"
"29.01.2020","4,2010","4,2010","4,2010","4,2010","","-0,12%"
"28.01.2020","4,2061","4,2061","4,2061","4,2061","","-0,31%"
"27.01.2020","4,2193","4,2193","4,2193","4,2193","","1,02%"
"24.01.2020","4,1766","4,1766","4,1766","4,1766","","0,26%"
"23.01.2020","4,1659","4,1659","4,1659","4,1659","","-0,54%"
"22.01.2020","4,1886","4,1886","4,1886","4,1886","","-0,30%"
"21.01.2020","4,2011","4,2011","4,2011","4,2011","","0,44%"
"20.01.2020","4,1826","4,1826","4,1826","4,1826","","-0,02%"
"17.01.2020","4,1834","4,1834","4,1834","4,1834","","0,27%"
"16.01.2020","4,1723","4,1723","4,1723","4,1723","","0,25%"
"15.01.2020","4,1619","4,1619","4,1619","4,1619","","0,43%"
"14.01.2020","4,1440","4,1440","4,1440","4,1440","","0,32%"
"13.01.2020","4,1306","4,1306","4,1306","4,1306","","1,38%"
"10.01.2020","4,0742","4,0742","4,0742","4,0742","","0,00%"
"09.01.2020","4,0741","4,0741","4,0741","4,0741","","0,18%"
"08.01.2020","4,0669","4,0669","4,0669","4,0669","","-0,41%"
"07.01.2020","4,0838","4,0838","4,0838","4,0838","","0,71%"
"06.01.2020","4,0551","4,0551","4,0551","4,0551","","0,08%"
"03.01.2020","4,0519","4,0519","4,0519","4,0519","","0,77%"
"02.01.2020","4,0210","4,0210","4,0210","4,0210","","-0,23%"
"31.12.2019","4,0304","4,0304","4,0304","4,0304","","0,00%"
"30.12.2019","4,0304","4,0304","4,0304","4,0304","","-0,59%"
"27.12.2019","4,0542","4,0542","4,0542","4,0542","","-0,14%"
"26.12.2019","4,0598","4,0598","4,0598","4,0598","","-0,50%"
"24.12.2019","4,0803","4,0754","4,0803","4,0754","","0,12%"
"23.12.2019","4,0754","4,0754","4,0754","4,0754","","-0,05%"
"20.12.2019","4,0774","4,0774","4,0774","4,0774","","0,35%"
"19.12.2019","4,0630","4,0630","4,0630","4,0630","","0,21%"
"18.12.2019","4,0545","4,0545","4,0545","4,0545","","-0,34%"
"17.12.2019","4,0684","4,0684","4,0684","4,0684","","-0,28%"
"16.12.2019","4,0798","4,0798","4,0798","4,0798","","-0,36%"
"13.12.2019","4,0946","4,0946","4,0946","4,0946","","-0,35%"
"12.12.2019","4,1089","4,1089","4,1089","4,1089","","-0,15%"
"11.12.2019","4,1150","4,1150","4,1150","4,1150","","-0,66%"
"10.12.2019","4,1424","4,1424","4,1424","4,1424","","-0,18%"
"09.12.2019","4,1500","4,1780","4,1780","4,1500","","-0,67%"
"06.12.2019","4,1780","4,1780","4,1780","4,1780","","-0,84%"
"05.12.2019","4,2133","4,2133","4,2133","4,2133","","0,50%"
"04.12.2019","4,1923","4,1923","4,1923","4,1923","","-0,20%"
"03.12.2019","4,2005","4,2005","4,2005","4,2005","","-0,60%"
"02.12.2019","4,2258","4,2258","4,2258","4,2258","","0,05%"
"29.11.2019","4,2237","4,2237","4,2237","4,2237","","-0,57%"
"28.11.2019","4,2477","4,2477","4,2477","4,2477","","-0,29%"
"27.11.2019","4,2599","4,2599","4,2599","4,2599","","0,10%"
"26.11.2019","4,2556","4,2556","4,2556","4,2556","","1,12%"
"25.11.2019","4,2086","4,2086","4,2086","4,2086","","0,61%"
"22.11.2019","4,1829","4,1829","4,1829","4,1829","","-0,43%"
"21.11.2019","4,2009","4,2009","4,2009","4,2009","","-0,05%"
"20.11.2019","4,2032","4,2032","4,2032","4,2032","","-0,12%"
"19.11.2019","4,2081","4,2081","4,2081","4,2081","","0,61%"
"18.11.2019","4,1824","4,1824","4,1824","4,1824","","-0,01%"
"14.11.2019","4,1828","4,1828","4,1828","4,1828","","0,15%"
"13.11.2019","4,1764","4,1764","4,1764","4,1764","","0,03%"
"12.11.2019","4,1753","4,1753","4,1753","4,1753","","0,47%"
"11.11.2019","4,1556","4,1556","4,1556","4,1556","","0,47%"
"08.11.2019","4,1362","4,1362","4,1362","4,1362","","1,07%"
"07.11.2019","4,0924","4,0924","4,0924","4,0924","","1,43%"
"06.11.2019","4,0348","4,0348","4,0348","4,0348","","0,77%"
"05.11.2019","4,0040","3,9851","4,0040","3,9851","","0,65%"
"04.11.2019","3,9783","3,9783","3,9783","3,9783","","0,00%"
"01.11.2019","3,9783","3,9783","3,9783","3,9783","","-0,64%"
"31.10.2019","4,0038","4,0038","4,0038","4,0038","","-0,36%"
"30.10.2019","4,0183","4,0183","4,0183","4,0183","","0,60%"
"29.10.2019","3,9943","3,9943","3,9943","3,9943","","0,39%"
"28.10.2019","3,9790","3,9790","3,9790","3,9790","","-0,85%"
"25.10.2019","4,0130","4,0130","4,0130","4,0130","","0,11%"
"24.10.2019","4,0086","4,0718","4,0718","4,0086","","-1,55%"
"23.10.2019","4,0718","4,0718","4,0718","4,0718","","-0,34%"
"22.10.2019","4,0855","4,0855","4,0855","4,0855","","-1,12%"
"21.10.2019","4,1316","4,1316","4,1316","4,1316","","-0,14%"
"18.10.2019","4,1373","4,1373","4,1373","4,1373","","-0,20%"
"17.10.2019","4,1455","4,1455","4,1455","4,1455","","-0,61%"
"16.10.2019","4,1711","4,1485","4,1711","4,1485","","0,54%"
"15.10.2019","4,1485","4,1485","4,1485","4,1485","","0,55%"
"14.10.2019","4,1260","4,1260","4,1260","4,1260","","0,49%"
"11.10.2019","4,1057","4,1057","4,1057","4,1057","","-0,21%"
"10.10.2019","4,1142","4,1142","4,1142","4,1142","","0,47%"
"09.10.2019","4,0951","4,0951","4,0951","4,0951","","0,21%"
"08.10.2019","4,0865","4,0865","4,0865","4,0865","","0,44%"
"07.10.2019","4,0685","4,0685","4,0685","4,0685","","0,19%"
"04.10.2019","4,0607","4,0607","4,0607","4,0607","","-0,98%"
"03.10.2019","4,1009","4,1543","4,1543","4,1009","","-1,29%"
"02.10.2019","4,1543","4,1543","4,1543","4,1543","","-0,46%"
"01.10.2019","4,1737","4,1737","4,1737","4,1737","","0,23%"
"30.09.2019","4,1641","4,1641","4,1641","4,1641","","0,14%"
"27.09.2019","4,1584","4,1584","4,1584","4,1584","","0,28%"
"26.09.2019","4,1466","4,1466","4,1466","4,1466","","-0,86%"
"25.09.2019","4,1824","4,1718","4,1824","4,1718","","0,25%"
"24.09.2019","4,1718","4,1718","4,1718","4,1718","","-0,03%"
"23.09.2019","4,1731","4,1731","4,1731","4,1731","","0,11%"
"20.09.2019","4,1684","4,1684","4,1684","4,1684","","0,71%"
"19.09.2019","4,1390","4,1390","4,1390","4,1390","","1,03%"
"18.09.2019","4,0969","4,0969","4,0969","4,0969","","-0,06%"
"17.09.2019","4,0995","4,0995","4,0995","4,0995","","0,31%"
"16.09.2019","4,0869","4,0869","4,0869","4,0869","","0,63%"
"13.09.2019","4,0613","4,0613","4,0613","4,0613","","0,30%"
"12.09.2019","4,0491","4,0628","4,0628","4,0491","","-0,34%"
"11.09.2019","4,0628","4,0628","4,0628","4,0628","","-1,16%"
"10.09.2019","4,1105","4,1105","4,1105","4,1105","","0,84%"
"09.09.2019","4,0763","4,0763","4,0763","4,0763","","0,29%"
"06.09.2019","4,0647","4,0647","4,0647","4,0647","","-0,51%"
"05.09.2019","4,0856","4,0856","4,0856","4,0856","","-0,95%"
"04.09.2019","4,1246","4,1246","4,1246","4,1246","","-0,98%"
"03.09.2019","4,1654","4,1654","4,1654","4,1654","","0,18%"
"02.09.2019","4,1578","4,1578","4,1578","4,1578","","0,47%"
"30.08.2019","4,1382","4,1382","4,1382","4,1382","","-0,71%"
"29.08.2019","4,1677","4,1677","4,1677","4,1677","","0,29%"
"28.08.2019","4,1556","4,1556","4,1556","4,1556","","0,00%"
"27.08.2019","4,1554","4,1364","4,1554","4,1364","","0,46%"
"26.08.2019","4,1364","4,0848","4,1364","4,0848","","1,26%"
"23.08.2019","4,0848","4,0848","4,0848","4,0848","","1,01%"
"22.08.2019","4,0441","4,0251","4,0441","4,0251","","0,48%"
"21.08.2019","4,0248","4,0248","4,0248","4,0248","","-0,43%"
"20.08.2019","4,0422","4,0422","4,0422","4,0422","","0,37%"
"19.08.2019","4,0271","4,0271","4,0271","4,0271","","0,85%"
"16.08.2019","3,9930","3,9930","3,9930","3,9930","","-0,63%"
"15.08.2019","4,0185","4,0185","4,0185","4,0185","","0,28%"
"14.08.2019","4,0071","4,0071","4,0071","4,0071","","0,85%"
"13.08.2019","3,9733","3,9733","3,9733","3,9733","","-0,58%"
"12.08.2019","3,9963","3,9963","3,9963","3,9963","","1,53%"
"09.08.2019","3,9359","3,9359","3,9359","3,9359","","-0,12%"
"08.08.2019","3,9406","3,9406","3,9406","3,9406","","-1,11%"
"07.08.2019","3,9847","3,9847","3,9847","3,9847","","0,52%"
"06.08.2019","3,9640","3,9640","3,9640","3,9640","","0,61%"
"05.08.2019","3,9401","3,9401","3,9401","3,9401","","1,72%"
"02.08.2019","3,8736","3,8736","3,8736","3,8736","","1,16%"
"01.08.2019","3,8293","3,8293","3,8293","3,8293","","1,72%"
"31.07.2019","3,7646","3,7646","3,7646","3,7646","","-0,66%"
"30.07.2019","3,7897","3,7897","3,7897","3,7897","","-0,02%"
"29.07.2019","3,7906","3,7906","3,7906","3,7906","","0,45%"
"26.07.2019","3,7738","3,7738","3,7738","3,7738","","-0,29%"
"25.07.2019","3,7846","3,7846","3,7846","3,7846","","0,67%"
"24.07.2019","3,7593","3,7593","3,7593","3,7593","","-0,07%"
"23.07.2019","3,7618","3,7618","3,7618","3,7618","","0,59%"
"22.07.2019","3,7397","3,7397","3,7397","3,7397","","-0,02%"
"19.07.2019","3,7405","3,7405","3,7405","3,7405","","-0,22%"
"18.07.2019","3,7486","3,7486","3,7486","3,7486","","-0,34%"
"17.07.2019","3,7615","3,7615","3,7615","3,7615","","-0,02%"
"16.07.2019","3,7621","3,7621","3,7621","3,7621","","0,43%"
"15.07.2019","3,7460","3,7460","3,7460","3,7460","","0,03%"
"12.07.2019","3,7449","3,7449","3,7449","3,7449","","-0,22%"
"11.07.2019","3,7530","3,7530","3,7530","3,7530","","-0,44%"
"10.07.2019","3,7694","3,7694","3,7694","3,7694","","-0,42%"
"09.07.2019","3,7852","3,7852","3,7852","3,7852","","-0,55%"
"08.07.2019","3,8062","3,8062","3,8062","3,8062","","-0,36%"
"05.07.2019","3,8201","3,8201","3,8201","3,8201","","0,70%"
"04.07.2019","3,7937","3,7937","3,7937","3,7937","","-1,39%"
"03.07.2019","3,8472","3,8472","3,8472","3,8472","","-0,23%"
"02.07.2019","3,8561","3,8561","3,8561","3,8561","","0,97%"
"01.07.2019","3,8190","3,8190","3,8190","3,8190","","-0,34%"
"28.06.2019","3,8319","3,8319","3,8319","3,8319","","-0,83%"
"27.06.2019","3,8639","3,8639","3,8639","3,8639","","0,52%"
"26.06.2019","3,8438","3,8438","3,8438","3,8438","","0,36%"
"25.06.2019","3,8300","3,8300","3,8300","3,8300","","0,18%"
"24.06.2019","3,8231","3,8231","3,8231","3,8231","","-0,05%"
"21.06.2019","3,8252","3,8252","3,8252","3,8252","","-1,21%"
"19.06.2019","3,8720","3,8720","3,8720","3,8720","","0,30%"
"18.06.2019","3,8605","3,8605","3,8605","3,8605","","-0,74%"
"17.06.2019","3,8892","3,8892","3,8892","3,8892","","0,21%"
"14.06.2019","3,8810","3,8810","3,8810","3,8810","","1,00%"
"13.06.2019","3,8426","3,8426","3,8426","3,8426","","-0,02%"
"12.06.2019","3,8434","3,8434","3,8434","3,8434","","-0,59%"
"11.06.2019","3,8661","3,8661","3,8661","3,8661","","-0,32%"
"10.06.2019","3,8787","3,8787","3,8787","3,8787","","0,57%"
"07.06.2019","3,8568","3,8568","3,8568","3,8568","","-0,40%"
"06.06.2019","3,8723","3,8723","3,8723","3,8723","","0,30%"
"05.06.2019","3,8608","3,8608","3,8608","3,8608","","-0,26%"
"04.06.2019","3,8707","3,8707","3,8707","3,8707","","-0,75%"
