"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"03.06.2019","3,9000","3,9000","3,9000","3,9000","","-1,03%"
"31.05.2019","3,9404","3,9404","3,9404","3,9404","","-0,79%"
"30.05.2019","3,9717","3,9717","3,9717","3,9717","","-0,61%"
"29.05.2019","3,9962","3,9962","3,9962","3,9962","","-0,77%"
"28.05.2019","4,0272","4,0272","4,0272","4,0272","","0,16%"
"27.05.2019","4,0207","4,0207","4,0207","4,0207","","-0,28%"
"24.05.2019","4,0319","4,0319","4,0319","4,0319","","-0,47%"
"23.05.2019","4,0510","4,0510","4,0510","4,0510","","0,71%"
"22.05.2019","4,0225","4,0225","4,0225","4,0225","","-1,43%"
"21.05.2019","4,0807","4,0807","4,0807","4,0807","","-0,60%"
"20.05.2019","4,1053","4,1053","4,1053","4,1053","","0,52%"
"17.05.2019","4,0841","4,0841","4,0841","4,0841","","1,76%"
"16.05.2019","4,0135","4,0135","4,0135","4,0135","","0,27%"
"15.05.2019","4,0028","4,0028","4,0028","4,0028","","0,61%"
"14.05.2019","3,9785","3,9785","3,9785","3,9785","","-0,26%"
"13.05.2019","3,9887","3,9887","3,9887","3,9887","","0,79%"
"10.05.2019","3,9575","3,9575","3,9575","3,9575","","-0,24%"
"09.05.2019","3,9670","3,9670","3,9670","3,9670","","0,84%"
"08.05.2019","3,9341","3,9341","3,9341","3,9341","","-1,34%"
"07.05.2019","3,9877","3,9877","3,9877","3,9877","","0,65%"
"06.05.2019","3,9621","3,9621","3,9621","3,9621","","0,60%"
"03.05.2019","3,9385","3,9385","3,9385","3,9385","","-0,66%"
"02.05.2019","3,9647","3,9647","3,9647","3,9647","","0,50%"
"30.04.2019","3,9450","3,9450","3,9450","3,9450","","0,23%"
"29.04.2019","3,9361","3,9361","3,9361","3,9361","","0,03%"
"26.04.2019","3,9350","3,9350","3,9350","3,9350","","-0,94%"
"25.04.2019","3,9722","3,9722","3,9722","3,9722","","0,24%"
"24.04.2019","3,9627","3,9627","3,9627","3,9627","","0,49%"
"23.04.2019","3,9433","3,9433","3,9433","3,9433","","0,53%"
"22.04.2019","3,9227","3,9227","3,9227","3,9227","","-0,36%"
"18.04.2019","3,9367","3,9367","3,9367","3,9367","","0,37%"
"17.04.2019","3,9222","3,9222","3,9222","3,9222","","0,80%"
"16.04.2019","3,8910","3,8910","3,8910","3,8910","","0,47%"
"15.04.2019","3,8727","3,8727","3,8727","3,8727","","0,12%"
"12.04.2019","3,8682","3,8682","3,8682","3,8682","","0,74%"
"11.04.2019","3,8396","3,8396","3,8396","3,8396","","0,14%"
"10.04.2019","3,8342","3,8342","3,8342","3,8342","","-0,57%"
"09.04.2019","3,8560","3,8560","3,8560","3,8560","","-0,25%"
"08.04.2019","3,8655","3,8655","3,8655","3,8655","","0,09%"
"05.04.2019","3,8619","3,8619","3,8619","3,8619","","-0,24%"
"04.04.2019","3,8710","3,8710","3,8710","3,8710","","0,72%"
"03.04.2019","3,8433","3,8433","3,8433","3,8433","","-0,58%"
"02.04.2019","3,8658","3,8658","3,8658","3,8658","","-0,05%"
"01.04.2019","3,8679","3,8679","3,8679","3,8679","","-0,73%"
"29.03.2019","3,8964","3,8964","3,8964","3,8964","","-1,80%"
"28.03.2019","3,9679","3,9679","3,9679","3,9679","","0,74%"
"27.03.2019","3,9386","3,9386","3,9386","3,9386","","1,92%"
"26.03.2019","3,8643","3,8643","3,8643","3,8643","","-0,32%"
"25.03.2019","3,8767","3,8767","3,8767","3,8767","","-0,12%"
"22.03.2019","3,8812","3,8812","3,8812","3,8812","","2,23%"
"21.03.2019","3,7964","3,7964","3,7964","3,7964","","0,18%"
"20.03.2019","3,7894","3,7894","3,7894","3,7894","","0,36%"
"19.03.2019","3,7759","3,7759","3,7759","3,7759","","-0,92%"
"18.03.2019","3,8108","3,8108","3,8108","3,8108","","-0,61%"
"15.03.2019","3,8341","3,8341","3,8341","3,8341","","0,04%"
"14.03.2019","3,8324","3,8324","3,8324","3,8324","","0,16%"
"13.03.2019","3,8262","3,8262","3,8262","3,8262","","0,36%"
"12.03.2019","3,8126","3,8126","3,8126","3,8126","","-0,86%"
"11.03.2019","3,8458","3,8458","3,8458","3,8458","","-0,56%"
"08.03.2019","3,8675","3,8675","3,8675","3,8675","","0,50%"
"07.03.2019","3,8484","3,8484","3,8484","3,8484","","0,48%"
"06.03.2019","3,8300","3,8300","3,8300","3,8300","","1,25%"
"01.03.2019","3,7829","3,7829","3,7829","3,7829","","1,20%"
"28.02.2019","3,7382","3,7382","3,7382","3,7382","","0,09%"
"27.02.2019","3,7348","3,7348","3,7348","3,7348","","-0,65%"
"26.02.2019","3,7592","3,7592","3,7592","3,7592","","0,83%"
"25.02.2019","3,7282","3,7282","3,7282","3,7282","","-0,39%"
"22.02.2019","3,7427","3,7427","3,7427","3,7427","","-0,44%"
"21.02.2019","3,7592","3,7592","3,7592","3,7592","","1,33%"
"20.02.2019","3,7097","3,7097","3,7097","3,7097","","-0,28%"
"19.02.2019","3,7203","3,7203","3,7203","3,7203","","-0,29%"
"18.02.2019","3,7313","3,7313","3,7313","3,7313","","0,43%"
"15.02.2019","3,7152","3,7152","3,7152","3,7152","","-1,59%"
"14.02.2019","3,7753","3,7753","3,7753","3,7753","","1,29%"
"13.02.2019","3,7274","3,7274","3,7274","3,7274","","-0,05%"
"12.02.2019","3,7293","3,7293","3,7293","3,7293","","-0,25%"
"11.02.2019","3,7388","3,7388","3,7388","3,7388","","0,56%"
"08.02.2019","3,7181","3,7181","3,7181","3,7181","","-0,02%"
"07.02.2019","3,7190","3,7190","3,7190","3,7190","","0,47%"
"06.02.2019","3,7016","3,7016","3,7016","3,7016","","0,76%"
"05.02.2019","3,6738","3,6738","3,6738","3,6738","","-0,04%"
"04.02.2019","3,6753","3,6753","3,6753","3,6753","","0,17%"
"01.02.2019","3,6691","3,6691","3,6691","3,6691","","0,48%"
"31.01.2019","3,6516","3,6516","3,6516","3,6516","","-1,70%"
"30.01.2019","3,7148","3,7148","3,7148","3,7148","","-0,59%"
"29.01.2019","3,7367","3,7367","3,7367","3,7367","","-0,81%"
"28.01.2019","3,7673","3,7673","3,7673","3,7673","","0,14%"
"25.01.2019","3,7620","3,7620","3,7620","3,7620","","-0,51%"
"24.01.2019","3,7812","3,7812","3,7812","3,7812","","-0,47%"
"23.01.2019","3,7991","3,7991","3,7991","3,7991","","1,01%"
"22.01.2019","3,7612","3,7612","3,7612","3,7612","","-0,24%"
"21.01.2019","3,7702","3,7702","3,7702","3,7702","","0,58%"
"18.01.2019","3,7483","3,7483","3,7483","3,7483","","-0,28%"
"17.01.2019","3,7588","3,7588","3,7588","3,7588","","1,06%"
"16.01.2019","3,7194","3,7194","3,7194","3,7194","","0,40%"
"15.01.2019","3,7046","3,7046","3,7046","3,7046","","-0,57%"
"14.01.2019","3,7258","3,7258","3,7258","3,7258","","0,32%"
"11.01.2019","3,7138","3,7138","3,7138","3,7138","","0,74%"
"10.01.2019","3,6866","3,6866","3,6866","3,6866","","-0,17%"
"09.01.2019","3,6928","3,6928","3,6928","3,6928","","-0,74%"
"08.01.2019","3,7205","3,7205","3,7205","3,7205","","0,39%"
"07.01.2019","3,7059","3,7059","3,7059","3,7059","","-1,50%"
"04.01.2019","3,7624","3,7624","3,7624","3,7624","","-0,15%"
"03.01.2019","3,7680","3,7680","3,7680","3,7680","","-2,36%"
"02.01.2019","3,8592","3,8592","3,8592","3,8592","","-0,39%"
"31.12.2018","3,8745","3,8745","3,8745","3,8745","","0,00%"
"28.12.2018","3,8745","3,8745","3,8745","3,8745","","-1,48%"
"27.12.2018","3,9327","3,9327","3,9327","3,9327","","0,18%"
"26.12.2018","3,9255","3,9255","3,9255","3,9255","","1,05%"
"24.12.2018","3,8847","3,8847","3,8847","3,8847","","0,46%"
"21.12.2018","3,8668","3,8668","3,8668","3,8668","","0,59%"
"20.12.2018","3,8440","3,8440","3,8440","3,8440","","-1,19%"
"19.12.2018","3,8904","3,8904","3,8904","3,8904","","-0,23%"
"18.12.2018","3,8994","3,8994","3,8994","3,8994","","-0,32%"
"17.12.2018","3,9118","3,9118","3,9118","3,9118","","0,08%"
"14.12.2018","3,9087","3,9087","3,9087","3,9087","","0,77%"
"13.12.2018","3,8787","3,8787","3,8787","3,8787","","0,42%"
"12.12.2018","3,8626","3,8626","3,8626","3,8626","","-0,98%"
"11.12.2018","3,9010","3,9010","3,9010","3,9010","","-0,25%"
"10.12.2018","3,9107","3,9107","3,9107","3,9107","","0,37%"
"07.12.2018","3,8961","3,8961","3,8961","3,8961","","-0,55%"
"06.12.2018","3,9175","3,9175","3,9175","3,9175","","1,60%"
"05.12.2018","3,8558","3,8558","3,8558","3,8558","","0,65%"
"04.12.2018","3,8310","3,8310","3,8310","3,8310","","0,07%"
"03.12.2018","3,8282","3,8282","3,8282","3,8282","","-0,90%"
"30.11.2018","3,8630","3,8630","3,8630","3,8630","","0,17%"
"29.11.2018","3,8565","3,8565","3,8565","3,8565","","-0,16%"
"28.11.2018","3,8628","3,8628","3,8628","3,8628","","-0,76%"
"27.11.2018","3,8922","3,8922","3,8922","3,8922","","0,70%"
"26.11.2018","3,8652","3,8652","3,8652","3,8652","","1,51%"
"23.11.2018","3,8078","3,8078","3,8078","3,8078","","-0,06%"
"22.11.2018","3,8100","3,8100","3,8100","3,8100","","0,61%"
"21.11.2018","3,7869","3,7869","3,7869","3,7869","","0,76%"
"20.11.2018","3,7582","3,7582","3,7582","3,7582","","0,09%"
"19.11.2018","3,7550","3,7550","3,7550","3,7550","","0,07%"
"16.11.2018","3,7522","3,7522","3,7522","3,7522","","-1,05%"
"14.11.2018","3,7921","3,7921","3,7921","3,7921","","0,35%"
"13.11.2018","3,7789","3,7789","3,7789","3,7789","","0,84%"
"12.11.2018","3,7475","3,7475","3,7475","3,7475","","-0,07%"
"09.11.2018","3,7503","3,7503","3,7503","3,7503","","0,31%"
"08.11.2018","3,7388","3,7388","3,7388","3,7388","","-0,53%"
"07.11.2018","3,7589","3,7589","3,7589","3,7589","","0,27%"
"06.11.2018","3,7489","3,7489","3,7489","3,7489","","1,20%"
"05.11.2018","3,7045","3,7045","3,7045","3,7045","","0,20%"
"01.11.2018","3,6970","3,6970","3,6970","3,6970","","-0,55%"
"31.10.2018","3,7174","3,7174","3,7174","3,7174","","0,43%"
"30.10.2018","3,7016","3,7016","3,7016","3,7016","","1,79%"
"29.10.2018","3,6365","3,6365","3,6365","3,6365","","-1,04%"
"26.10.2018","3,6749","3,6749","3,6749","3,6749","","-0,71%"
"25.10.2018","3,7011","3,7011","3,7011","3,7011","","-0,12%"
"24.10.2018","3,7057","3,7057","3,7057","3,7057","","-0,05%"
"23.10.2018","3,7077","3,7077","3,7077","3,7077","","0,48%"
"22.10.2018","3,6900","3,6900","3,6900","3,6900","","-0,47%"
"19.10.2018","3,7076","3,7076","3,7076","3,7076","","0,31%"
"18.10.2018","3,6960","3,6960","3,6960","3,6960","","-0,12%"
"17.10.2018","3,7005","3,7005","3,7005","3,7005","","-0,19%"
"16.10.2018","3,7076","3,7076","3,7076","3,7076","","-0,68%"
"15.10.2018","3,7329","3,7329","3,7329","3,7329","","-0,34%"
"11.10.2018","3,7457","3,7457","3,7457","3,7457","","-0,13%"
"10.10.2018","3,7507","3,7507","3,7507","3,7507","","0,32%"
"09.10.2018","3,7388","3,7388","3,7388","3,7388","","-0,52%"
"08.10.2018","3,7585","3,7585","3,7585","3,7585","","-2,87%"
"05.10.2018","3,8696","3,8696","3,8696","3,8696","","-0,89%"
"04.10.2018","3,9044","3,9044","3,9044","3,9044","","1,31%"
"03.10.2018","3,8539","3,8539","3,8539","3,8539","","-2,44%"
"02.10.2018","3,9502","3,9502","3,9502","3,9502","","-1,91%"
"01.10.2018","4,0270","4,0270","4,0270","4,0270","","0,58%"
"28.09.2018","4,0036","4,0036","4,0036","4,0036","","-0,13%"
"27.09.2018","4,0089","4,0089","4,0089","4,0089","","-1,18%"
"26.09.2018","4,0567","4,0567","4,0567","4,0567","","-1,73%"
"25.09.2018","4,1283","4,1283","4,1283","4,1283","","1,70%"
"24.09.2018","4,0591","4,0591","4,0591","4,0591","","-0,33%"
"21.09.2018","4,0725","4,0725","4,0725","4,0725","","-0,66%"
"20.09.2018","4,0994","4,0994","4,0994","4,0994","","-0,86%"
"19.09.2018","4,1348","4,1348","4,1348","4,1348","","-0,04%"
"18.09.2018","4,1366","4,1366","4,1366","4,1366","","-0,78%"
"17.09.2018","4,1692","4,1692","4,1692","4,1692","","-0,44%"
"14.09.2018","4,1876","4,1876","4,1876","4,1876","","0,58%"
"13.09.2018","4,1634","4,1634","4,1634","4,1634","","0,92%"
"12.09.2018","4,1256","4,1256","4,1256","4,1256","","-0,92%"
"11.09.2018","4,1638","4,1638","4,1638","4,1638","","1,55%"
"10.09.2018","4,1004","4,1004","4,1004","4,1004","","-1,09%"
"06.09.2018","4,1457","4,1457","4,1457","4,1457","","-0,36%"
"05.09.2018","4,1606","4,1606","4,1606","4,1606","","-0,10%"
"04.09.2018","4,1649","4,1649","4,1649","4,1649","","0,90%"
"03.09.2018","4,1276","4,1276","4,1276","4,1276","","-0,18%"
"31.08.2018","4,1350","4,1350","4,1350","4,1350","","-1,10%"
"30.08.2018","4,1809","4,1809","4,1809","4,1809","","1,11%"
"29.08.2018","4,1350","4,1350","4,1350","4,1350","","0,39%"
"28.08.2018","4,1189","4,1189","4,1189","4,1189","","1,24%"
"27.08.2018","4,0684","4,0684","4,0684","4,0684","","-0,41%"
"24.08.2018","4,0851","4,0851","4,0851","4,0851","","0,31%"
"23.08.2018","4,0724","4,0724","4,0724","4,0724","","-0,03%"
"22.08.2018","4,0737","4,0737","4,0737","4,0737","","2,17%"
"21.08.2018","3,9870","3,9870","3,9870","3,9870","","1,12%"
"20.08.2018","3,9427","3,9427","3,9427","3,9427","","0,10%"
"17.08.2018","3,9386","3,9386","3,9386","3,9386","","1,49%"
"16.08.2018","3,8807","3,8807","3,8807","3,8807","","-0,83%"
"15.08.2018","3,9131","3,9131","3,9131","3,9131","","0,83%"
"14.08.2018","3,8809","3,8809","3,8809","3,8809","","-0,45%"
"13.08.2018","3,8985","3,8985","3,8985","3,8985","","1,34%"
"10.08.2018","3,8469","3,8469","3,8469","3,8469","","1,16%"
"09.08.2018","3,8027","3,8027","3,8027","3,8027","","1,36%"
"08.08.2018","3,7516","3,7516","3,7516","3,7516","","1,08%"
"07.08.2018","3,7115","3,7115","3,7115","3,7115","","-0,26%"
"06.08.2018","3,7211","3,7211","3,7211","3,7211","","0,03%"
"03.08.2018","3,7198","3,7198","3,7198","3,7198","","-1,18%"
"02.08.2018","3,7642","3,7642","3,7642","3,7642","","0,41%"
"01.08.2018","3,7488","3,7488","3,7488","3,7488","","-0,15%"
"31.07.2018","3,7546","3,7546","3,7546","3,7546","","1,06%"
"30.07.2018","3,7152","3,7152","3,7152","3,7152","","-0,02%"
"27.07.2018","3,7161","3,7161","3,7161","3,7161","","-0,21%"
"26.07.2018","3,7240","3,7240","3,7240","3,7240","","0,33%"
"25.07.2018","3,7117","3,7117","3,7117","3,7117","","-0,91%"
"24.07.2018","3,7456","3,7456","3,7456","3,7456","","-1,20%"
"23.07.2018","3,7912","3,7912","3,7912","3,7912","","0,32%"
"20.07.2018","3,7790","3,7790","3,7790","3,7790","","-2,71%"
"19.07.2018","3,8844","3,8844","3,8844","3,8844","","0,97%"
"18.07.2018","3,8471","3,8471","3,8471","3,8471","","-0,51%"
"17.07.2018","3,8668","3,8668","3,8668","3,8668","","0,24%"
"16.07.2018","3,8576","3,8576","3,8576","3,8576","","-0,43%"
"13.07.2018","3,8742","3,8742","3,8742","3,8742","","0,47%"
"12.07.2018","3,8561","3,8561","3,8561","3,8561","","0,38%"
"11.07.2018","3,8414","3,8414","3,8414","3,8414","","-0,09%"
"10.07.2018","3,8449","3,8449","3,8449","3,8449","","-0,61%"
"09.07.2018","3,8686","3,8686","3,8686","3,8686","","-1,46%"
"06.07.2018","3,9261","3,9261","3,9261","3,9261","","0,18%"
"05.07.2018","3,9189","3,9189","3,9189","3,9189","","0,34%"
"04.07.2018","3,9055","3,9055","3,9055","3,9055","","0,35%"
"03.07.2018","3,8917","3,8917","3,8917","3,8917","","-0,35%"
"02.07.2018","3,9052","3,9052","3,9052","3,9052","","1,29%"
"29.06.2018","3,8555","3,8555","3,8555","3,8555","","0,10%"
"28.06.2018","3,8518","3,8518","3,8518","3,8518","","0,42%"
"27.06.2018","3,8355","3,8355","3,8355","3,8355","","1,69%"
"26.06.2018","3,7718","3,7718","3,7718","3,7718","","-0,10%"
"25.06.2018","3,7757","3,7757","3,7757","3,7757","","0,26%"
"22.06.2018","3,7660","3,7660","3,7660","3,7660","","-0,61%"
"21.06.2018","3,7891","3,7891","3,7891","3,7891","","1,50%"
"20.06.2018","3,7332","3,7332","3,7332","3,7332","","-0,61%"
"19.06.2018","3,7563","3,7563","3,7563","3,7563","","0,06%"
"18.06.2018","3,7540","3,7540","3,7540","3,7540","","-0,52%"
"15.06.2018","3,7735","3,7735","3,7735","3,7735","","1,84%"
"14.06.2018","3,7054","3,7054","3,7054","3,7054","","0,01%"
"13.06.2018","3,7051","3,7051","3,7051","3,7051","","0,03%"
"12.06.2018","3,7041","3,7041","3,7041","3,7041","","0,35%"
"11.06.2018","3,6910","3,6910","3,6910","3,6910","","-2,50%"
"08.06.2018","3,7856","3,7856","3,7856","3,7856","","-2,93%"
"07.06.2018","3,8997","3,8997","3,8997","3,8997","","2,11%"
"06.06.2018","3,8190","3,8190","3,8190","3,8190","","1,17%"
"05.06.2018","3,7749","3,7749","3,7749","3,7749","","0,88%"
"04.06.2018","3,7421","3,7421","3,7421","3,7421","","0,03%"
"01.06.2018","3,7410","3,7410","3,7410","3,7410","","0,12%"
"30.05.2018","3,7367","3,7367","3,7367","3,7367","","0,22%"
"29.05.2018","3,7286","3,7286","3,7286","3,7286","","0,53%"
"28.05.2018","3,7089","3,7089","3,7089","3,7089","","1,38%"
"25.05.2018","3,6584","3,6584","3,6584","3,6584","","0,41%"
"24.05.2018","3,6433","3,6433","3,6433","3,6433","","-0,19%"
"23.05.2018","3,6504","3,6504","3,6504","3,6504","","0,01%"
"22.05.2018","3,6499","3,6499","3,6499","3,6499","","-1,54%"
"21.05.2018","3,7069","3,7069","3,7069","3,7069","","-1,15%"
"18.05.2018","3,7500","3,7500","3,7500","3,7500","","1,71%"
"17.05.2018","3,6871","3,6871","3,6871","3,6871","","0,19%"
"16.05.2018","3,6800","3,6800","3,6800","3,6800","","0,14%"
"15.05.2018","3,6750","3,6750","3,6750","3,6750","","1,82%"
"14.05.2018","3,6094","3,6094","3,6094","3,6094","","1,07%"
"11.05.2018","3,5713","3,5713","3,5713","3,5713","","0,42%"
"10.05.2018","3,5564","3,5564","3,5564","3,5564","","-1,05%"
"09.05.2018","3,5940","3,5940","3,5940","3,5940","","0,43%"
"08.05.2018","3,5785","3,5785","3,5785","3,5785","","0,93%"
"07.05.2018","3,5455","3,5455","3,5455","3,5455","","0,42%"
"04.05.2018","3,5305","3,5305","3,5305","3,5305","","-0,50%"
"03.05.2018","3,5481","3,5481","3,5481","3,5481","","0,17%"
"02.05.2018","3,5421","3,5421","3,5421","3,5421","","1,76%"
"30.04.2018","3,4808","3,4808","3,4808","3,4808","","0,39%"
"27.04.2018","3,4673","3,4673","3,4673","3,4673","","-0,86%"
"26.04.2018","3,4974","3,4974","3,4974","3,4974","","-0,18%"
"25.04.2018","3,5037","3,5037","3,5037","3,5037","","1,08%"
"24.04.2018","3,4664","3,4664","3,4664","3,4664","","0,71%"
"23.04.2018","3,4418","3,4418","3,4418","3,4418","","0,94%"
"20.04.2018","3,4099","3,4099","3,4099","3,4099","","0,37%"
"19.04.2018","3,3974","3,3974","3,3974","3,3974","","0,39%"
"18.04.2018","3,3841","3,3841","3,3841","3,3841","","-0,58%"
"17.04.2018","3,4038","3,4038","3,4038","3,4038","","-0,65%"
"16.04.2018","3,4260","3,4260","3,4260","3,4260","","0,46%"
"13.04.2018","3,4102","3,4102","3,4102","3,4102","","0,73%"
"12.04.2018","3,3855","3,3855","3,3855","3,3855","","-0,57%"
"11.04.2018","3,4049","3,4049","3,4049","3,4049","","-0,42%"
"10.04.2018","3,4192","3,4192","3,4192","3,4192","","0,86%"
"09.04.2018","3,3900","3,3900","3,3900","3,3900","","0,70%"
"06.04.2018","3,3663","3,3663","3,3663","3,3663","","1,42%"
"05.04.2018","3,3193","3,3193","3,3193","3,3193","","-1,02%"
"04.04.2018","3,3535","3,3535","3,3535","3,3535","","1,20%"
"03.04.2018","3,3136","3,3136","3,3136","3,3136","","0,11%"
"02.04.2018","3,3101","3,3101","3,3101","3,3101","","-0,40%"
"29.03.2018","3,3235","3,3235","3,3235","3,3235","","-0,43%"
"28.03.2018","3,3377","3,3377","3,3377","3,3377","","0,37%"
"27.03.2018","3,3253","3,3253","3,3253","3,3253","","0,67%"
"26.03.2018","3,3031","3,3031","3,3031","3,3031","","-0,02%"
"23.03.2018","3,3038","3,3038","3,3038","3,3038","","0,02%"
"22.03.2018","3,3030","3,3030","3,3030","3,3030","","0,34%"
"21.03.2018","3,2918","3,2918","3,2918","3,2918","","-0,18%"
"20.03.2018","3,2978","3,2978","3,2978","3,2978","","0,21%"
"19.03.2018","3,2908","3,2908","3,2908","3,2908","","0,02%"
"16.03.2018","3,2902","3,2902","3,2902","3,2902","","0,14%"
"15.03.2018","3,2856","3,2856","3,2856","3,2856","","0,84%"
"14.03.2018","3,2581","3,2581","3,2581","3,2581","","0,28%"
"13.03.2018","3,2489","3,2489","3,2489","3,2489","","-0,35%"
"12.03.2018","3,2603","3,2603","3,2603","3,2603","","0,34%"
"09.03.2018","3,2493","3,2493","3,2493","3,2493","","-0,07%"
"08.03.2018","3,2515","3,2515","3,2515","3,2515","","0,62%"
"07.03.2018","3,2315","3,2315","3,2315","3,2315","","0,22%"
"06.03.2018","3,2243","3,2243","3,2243","3,2243","","-1,03%"
"05.03.2018","3,2579","3,2579","3,2579","3,2579","","-0,10%"
"02.03.2018","3,2611","3,2611","3,2611","3,2611","","-0,02%"
"01.03.2018","3,2617","3,2617","3,2617","3,2617","","0,53%"
"28.02.2018","3,2446","3,2446","3,2446","3,2446","","0,20%"
"27.02.2018","3,2380","3,2380","3,2380","3,2380","","0,10%"
"26.02.2018","3,2348","3,2348","3,2348","3,2348","","-0,20%"
"23.02.2018","3,2414","3,2414","3,2414","3,2414","","-0,56%"
"22.02.2018","3,2595","3,2595","3,2595","3,2595","","0,13%"
"21.02.2018","3,2552","3,2552","3,2552","3,2552","","0,15%"
"20.02.2018","3,2504","3,2504","3,2504","3,2504","","0,49%"
"19.02.2018","3,2344","3,2344","3,2344","3,2344","","-0,11%"
"16.02.2018","3,2378","3,2378","3,2378","3,2378","","0,54%"
"15.02.2018","3,2205","3,2205","3,2205","3,2205","","-1,01%"
"14.02.2018","3,2534","3,2534","3,2534","3,2534","","-0,87%"
"09.02.2018","3,2818","3,2818","3,2818","3,2818","","0,39%"
"08.02.2018","3,2689","3,2689","3,2689","3,2689","","0,69%"
"07.02.2018","3,2464","3,2464","3,2464","3,2464","","-0,45%"
"06.02.2018","3,2610","3,2610","3,2610","3,2610","","0,80%"
"05.02.2018","3,2352","3,2352","3,2352","3,2352","","0,92%"
"02.02.2018","3,2057","3,2057","3,2057","3,2057","","1,04%"
"01.02.2018","3,1727","3,1727","3,1727","3,1727","","0,34%"
"31.01.2018","3,1621","3,1621","3,1621","3,1621","","-0,12%"
"30.01.2018","3,1658","3,1658","3,1658","3,1658","","0,02%"
"29.01.2018","3,1652","3,1652","3,1652","3,1652","","0,65%"
"26.01.2018","3,1447","3,1447","3,1447","3,1447","","0,20%"
"25.01.2018","3,1385","3,1385","3,1385","3,1385","","-1,82%"
"24.01.2018","3,1967","3,1967","3,1967","3,1967","","-0,87%"
"23.01.2018","3,2246","3,2246","3,2246","3,2246","","0,99%"
"22.01.2018","3,1931","3,1931","3,1931","3,1931","","-0,48%"
"19.01.2018","3,2084","3,2084","3,2084","3,2084","","-0,13%"
"18.01.2018","3,2126","3,2126","3,2126","3,2126","","-0,60%"
"17.01.2018","3,2321","3,2321","3,2321","3,2321","","0,33%"
"16.01.2018","3,2216","3,2216","3,2216","3,2216","","0,80%"
"15.01.2018","3,1960","3,1960","3,1960","3,1960","","-0,73%"
"12.01.2018","3,2195","3,2195","3,2195","3,2195","","-0,32%"
"11.01.2018","3,2298","3,2298","3,2298","3,2298","","-0,51%"
"10.01.2018","3,2464","3,2464","3,2464","3,2464","","0,22%"
"09.01.2018","3,2394","3,2394","3,2394","3,2394","","0,12%"
"08.01.2018","3,2354","3,2354","3,2354","3,2354","","-0,16%"
"05.01.2018","3,2406","3,2406","3,2406","3,2406","","0,28%"
"04.01.2018","3,2315","3,2315","3,2315","3,2315","","-0,67%"
"03.01.2018","3,2532","3,2532","3,2532","3,2532","","-0,50%"
"02.01.2018","3,2694","3,2694","3,2694","3,2694","","-1,16%"
"29.12.2017","3,3077","3,3077","3,3077","3,3077","","0,00%"
"28.12.2017","3,3077","3,3077","3,3077","3,3077","","0,15%"
"27.12.2017","3,3028","3,3028","3,3028","3,3028","","-0,51%"
"26.12.2017","3,3197","3,3197","3,3197","3,3197","","-0,03%"
"22.12.2017","3,3206","3,3206","3,3206","3,3206","","0,50%"
"21.12.2017","3,3042","3,3042","3,3042","3,3042","","0,41%"
"20.12.2017","3,2906","3,2906","3,2906","3,2906","","0,08%"
"19.12.2017","3,2880","3,2880","3,2880","3,2880","","0,01%"
"18.12.2017","3,2878","3,2878","3,2878","3,2878","","-0,91%"
"15.12.2017","3,3179","3,3179","3,3179","3,3179","","-0,45%"
"14.12.2017","3,3329","3,3329","3,3329","3,3329","","0,90%"
"13.12.2017","3,3033","3,3033","3,3033","3,3033","","-0,34%"
"12.12.2017","3,3146","3,3146","3,3146","3,3146","","0,93%"
"11.12.2017","3,2842","3,2842","3,2842","3,2842","","0,10%"
"08.12.2017","3,2808","3,2808","3,2808","3,2808","","-0,25%"
"07.12.2017","3,2889","3,2889","3,2889","3,2889","","1,66%"
"06.12.2017","3,2351","3,2351","3,2351","3,2351","","0,10%"
"05.12.2017","3,2319","3,2319","3,2319","3,2319","","-0,57%"
"04.12.2017","3,2503","3,2503","3,2503","3,2503","","-0,40%"
"01.12.2017","3,2633","3,2633","3,2633","3,2633","","0,06%"
"30.11.2017","3,2613","3,2613","3,2613","3,2613","","1,49%"
"29.11.2017","3,2133","3,2133","3,2133","3,2133","","-0,30%"
"28.11.2017","3,2229","3,2229","3,2229","3,2229","","0,04%"
"27.11.2017","3,2215","3,2215","3,2215","3,2215","","-0,25%"
"24.11.2017","3,2297","3,2297","3,2297","3,2297","","-0,22%"
"23.11.2017","3,2368","3,2368","3,2368","3,2368","","-0,58%"
"22.11.2017","3,2558","3,2558","3,2558","3,2558","","-0,09%"
"21.11.2017","3,2588","3,2588","3,2588","3,2588","","-0,09%"
"20.11.2017","3,2616","3,2616","3,2616","3,2616","","-0,52%"
"17.11.2017","3,2785","3,2785","3,2785","3,2785","","-0,06%"
"16.11.2017","3,2805","3,2805","3,2805","3,2805","","-0,08%"
"14.11.2017","3,2831","3,2831","3,2831","3,2831","","-0,12%"
"13.11.2017","3,2870","3,2870","3,2870","3,2870","","0,65%"
"10.11.2017","3,2658","3,2658","3,2658","3,2658","","0,45%"
"09.11.2017","3,2512","3,2512","3,2512","3,2512","","0,02%"
"08.11.2017","3,2506","3,2506","3,2506","3,2506","","-0,68%"
"07.11.2017","3,2730","3,2730","3,2730","3,2730","","-0,36%"
"06.11.2017","3,2848","3,2848","3,2848","3,2848","","-0,21%"
